"submission_date","state","tot_cases","conf_cases","prob_cases","new_case","pnew_case","tot_death","conf_death","prob_death","new_death","pnew_death","created_at","consent_cases","consent_deaths"
"2020-02-06T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-07T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-08T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-09T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-10T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-11T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-12T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-13T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-14T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-15T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-16T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-17T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-18T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-19T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-20T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-21T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-22T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-23T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-24T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-25T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-26T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-27T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-28T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-02-29T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-01T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-02T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-03T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-04T00:00:00.000","CO","0",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-05T00:00:00.000","CO","1",,,"1.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-06T00:00:00.000","CO","2",,,"1.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-07T00:00:00.000","CO","8",,,"6.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-08T00:00:00.000","CO","8",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-09T00:00:00.000","CO","12",,,"4.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-10T00:00:00.000","CO","17",,,"5.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-11T00:00:00.000","CO","34",,,"17.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-12T00:00:00.000","CO","49",,,"15.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-13T00:00:00.000","CO","49",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-14T00:00:00.000","CO","49",,,"0.0",,"0",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-15T00:00:00.000","CO","144",,,"95.0",,"1",,,"1.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-16T00:00:00.000","CO","160",,,"16.0",,"1",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-17T00:00:00.000","CO","183",,,"23.0",,"2",,,"1.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-18T00:00:00.000","CO","216",,,"33.0",,"2",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-19T00:00:00.000","CO","277",,,"61.0",,"2",,,"0.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-20T00:00:00.000","CO","363",,,"86.0",,"4",,,"2.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-21T00:00:00.000","CO","475",,,"112.0",,"5",,,"1.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-22T00:00:00.000","CO","591",,,"116.0",,"6",,,"1.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-23T00:00:00.000","CO","720",,,"129.0",,"7",,,"1.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-24T00:00:00.000","CO","921",,,"201.0",,"11",,,"4.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-25T00:00:00.000","CO","1086",,,"165.0",,"19",,,"8.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-26T00:00:00.000","CO","1430",,,"344.0",,"24",,,"5.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-27T00:00:00.000","CO","1734",,,"304.0",,"31",,,"7.0",,"2020-03-26T16:22:39.452","Agree","Agree"
"2020-03-28T00:00:00.000","CO","2061",,,"327.0",,"44",,,"13.0",,"2020-03-28T16:22:39.452","Agree","Agree"
"2020-03-29T00:00:00.000","CO","2307",,,"246.0",,"47",,,"3.0",,"2020-03-28T16:22:39.452","Agree","Agree"
"2020-03-30T00:00:00.000","CO","2627",,,"320.0",,"51",,,"4.0",,"2020-03-29T16:22:39.452","Agree","Agree"
"2020-03-31T00:00:00.000","CO","2966",,,"339.0",,"69",,,"18.0",,"2020-03-30T16:22:39.452","Agree","Agree"
"2020-04-01T00:00:00.000","CO","3342",,,"376.0",,"80",,,"11.0",,"2020-03-31T16:22:39.452","Agree","Agree"
"2020-04-02T00:00:00.000","CO","3728",,,"386.0",,"97",,,"17.0",,"2020-04-01T16:22:39.452","Agree","Agree"
"2020-04-03T00:00:00.000","CO","4173",,,"445.0",,"111",,,"14.0",,"2020-04-03T16:22:39.452","Agree","Agree"
"2020-04-04T00:00:00.000","CO","4565",,,"392.0",,"126",,,"15.0",,"2020-04-03T16:22:39.452","Agree","Agree"
"2020-04-05T00:00:00.000","CO","4950",,,"385.0",,"140",,,"14.0",,"2020-04-04T16:22:39.452","Agree","Agree"
"2020-04-06T00:00:00.000","CO","5172",,,"222.0",,"150",,,"10.0",,"2020-04-05T16:22:39.452","Agree","Agree"
"2020-04-07T00:00:00.000","CO","5429",,,"257.0",,"179",,,"29.0",,"2020-04-07T16:22:39.452","Agree","Agree"
"2020-04-08T00:00:00.000","CO","5655",,,"226.0",,"193",,,"14.0",,"2020-04-07T16:22:39.452","Agree","Agree"
"2020-04-09T00:00:00.000","CO","6202",,,"547.0",,"226",,,"33.0",,"2020-04-08T16:22:39.452","Agree","Agree"
"2020-04-10T00:00:00.000","CO","6365",,,"163.0",,"250",,,"24.0",,"2020-04-09T16:22:39.452","Agree","Agree"
"2020-04-11T00:00:00.000","CO","6893",,,"528.0",,"274",,,"24.0",,"2020-04-10T16:22:39.452","Agree","Agree"
"2020-04-12T00:00:00.000","CO","7303",,,"410.0",,"290",,,"16.0",,"2020-04-11T16:22:39.452","Agree","Agree"
"2020-04-13T00:00:00.000","CO","7691",,,"388.0",,"308",,,"18.0",,"2020-04-12T16:22:39.452","Agree","Agree"
"2020-04-14T00:00:00.000","CO","7941",,,"250.0",,"329",,,"21.0",,"2020-04-13T16:22:39.452","Agree","Agree"
"2020-04-15T00:00:00.000","CO","8280",,,"339.0",,"357",,,"28.0",,"2020-04-15T16:22:39.452","Agree","Agree"
"2020-04-16T00:00:00.000","CO","8582","7941.0","641","302.0","641","373","363.0","10","16.0","10","2020-04-16T16:22:39.452","Agree","Agree"
"2020-04-17T00:00:00.000","CO","9047",,,"465.0",,"391",,,"18.0",,"2020-04-17T16:22:39.452","Agree","Agree"
"2020-04-18T00:00:00.000","CO","9433",,,"386.0",,"411",,,"20.0",,"2020-04-18T16:22:39.452","Agree","Agree"
"2020-04-19T00:00:00.000","CO","9634","8915.0","719","201.0","719","421","408.0","13","10.0","13","2020-04-19T16:22:39.452","Agree","Agree"
"2020-04-20T00:00:00.000","CO","10019","9260.0","759","385.0","40","448","435.0","13","27.0","0","2020-04-20T16:22:39.452","Agree","Agree"
"2020-04-21T00:00:00.000","CO","10368","9536.0","832","349.0","73","485","471.0","14","37.0","1","2020-04-21T16:22:39.452","Agree","Agree"
"2020-04-22T00:00:00.000","CO","10825","9878.0","947","457.0","115","507","491.0","16","22.0","2","2020-04-22T16:22:39.452","Agree","Agree"
"2020-04-23T00:00:00.000","CO","11182","10208.0","974","357.0","27","551","526.0","25","44.0","9","2020-05-25T15:38:40.000","Agree","Agree"
"2020-04-24T00:00:00.000","CO","12184","10995.0","1189","1002.0","215","672","551.0","121","121.0","96","2020-05-25T15:38:40.000","Agree","Agree"
"2020-04-25T00:00:00.000","CO","12868","11533.0","1335","684.0","146","670","564.0","106","-2.0","-15","2020-05-25T15:38:40.000","Agree","Agree"
"2020-04-26T00:00:00.000","CO","13350","11980.0","1370","482.0","35","679","572.0","107","9.0","1","2020-05-25T15:38:40.000","Agree","Agree"
"2020-04-27T00:00:00.000","CO","13798","12374.0","1424","448.0","54","706","595.0","111","27.0","4","2020-05-25T15:38:40.000","Agree","Agree"
"2020-04-28T00:00:00.000","CO","14238","12741.0","1497","440.0","73","736","617.0","119","30.0","8","2020-04-29T18:12:08.477","Agree","Agree"
"2020-04-29T00:00:00.000","CO","14675","13148.0","1527","437.0","30","766","642.0","124","30.0","5","2020-04-30T16:07:01.546","Agree","Agree"
"2020-04-30T00:00:00.000","CO","15182","13637.0","1545","507.0","18","777","652.0","125","11.0","1","2020-05-01T21:00:19.025","Agree","Agree"
"2020-05-01T00:00:00.000","CO","15668","14078.0","1590","486.0","45","820","693.0","127","43.0","2","2020-05-02T15:47:19.352","Agree","Agree"
"2020-05-02T00:00:00.000","CO","16120","14498.0","1622","452.0","32","832","701.0","131","12.0","4","2020-05-03T15:36:03.076","Agree","Agree"
"2020-05-03T00:00:00.000","CO","16534","14897.0","1637","414.0","15","842","705.0","137","10.0","6","2020-05-04T22:49:24.344","Agree","Agree"
"2020-05-04T00:00:00.000","CO","16878","15169.0","1709","344.0","72","851","712.0","139","9.0","2","2020-05-05T17:25:08.000","Agree","Agree"
"2020-05-05T00:00:00.000","CO","17317","15600.0","1717","439.0","8","903","762.0","141","52.0","2","2020-05-06T16:23:08.000","Agree","Agree"
"2020-05-06T00:00:00.000","CO","17738","16012.0","1726","421.0","9","921","778.0","143","18.0","2","2020-05-07T22:59:02.953","Agree","Agree"
"2020-05-07T00:00:00.000","CO","18318","16532.0","1786","580.0","60","944","800.0","144","23.0","1","2020-05-08T21:26:08.000","Agree","Agree"
"2020-05-08T00:00:00.000","CO","18793","16969.0","1824","475.0","38","960","817.0","143","16.0","-1","2020-05-09T21:26:08.000","Agree","Agree"
"2020-05-09T00:00:00.000","CO","19316","17491.0","1825","523.0","1","967","824.0","143","7.0","0","2020-05-10T21:26:08.000","Agree","Agree"
"2020-05-10T00:00:00.000","CO","19632","17809.0","1823","316.0","-2","971","828.0","143","4.0","0","2020-05-11T21:26:08.000","Agree","Agree"
"2020-05-11T00:00:00.000","CO","19735","17893.0","1842","103.0","19","986","842.0","144","15.0","1","2020-05-12T17:26:08.000","Agree","Agree"
"2020-05-12T00:00:00.000","CO","20091","18211.0","1880","356.0","38","1006","855.0","151","20.0","7","2020-05-13T15:26:08.000","Agree","Agree"
"2020-05-13T00:00:00.000","CO","20401","18461.0","1940","310.0","60","1059","881.0","178","53.0","27","2020-05-14T17:25:44.863","Agree","Agree"
"2020-05-14T00:00:00.000","CO","20762","18804.0","1958","361.0","18","1090","906.0","184","31.0","6","2020-05-15T16:11:22.577","Agree","Agree"
"2020-05-15T00:00:00.000","CO","21131","19151.0","1980","369.0","22","1150","944.0","206","60.0","22","2020-05-16T15:46:44.126","Agree","Agree"
"2020-05-16T00:00:00.000","CO","21511","19507.0","2004","380.0","24","1192","963.0","229","42.0","23","2020-05-17T15:27:46.652","Agree","Agree"
"2020-05-17T00:00:00.000","CO","21797","19773.0","2024","286.0","20","1215","966.0","249","23.0","20","2020-05-18T16:01:54.076","Agree","Agree"
"2020-05-18T00:00:00.000","CO","22095","20028.0","2067","298.0","43","1224","975.0","249","9.0","0","2020-05-19T15:45:23.794","Agree","Agree"
"2020-05-19T00:00:00.000","CO","22399","20304.0","2095","304.0","28","1257","1001.0","256","33.0","7","2020-05-20T15:28:26.373","Agree","Agree"
"2020-05-20T00:00:00.000","CO","22752","20595.0","2157","353.0","62","1299","1026.0","273","42.0","17","2020-05-21T15:41:38.037","Agree","Agree"
"2020-05-21T00:00:00.000","CO","23121","20903.0","2218","369.0","61","1309","1036.0","273","10.0","0","2020-05-22T15:31:45.751","Agree","Agree"
"2020-05-22T00:00:00.000","CO","23455","21202.0","2253","334.0","35","1323","1048.0","275","14.0","2","2020-05-23T17:58:16.117","Agree","Agree"
"2020-05-23T00:00:00.000","CO","23937","21657.0","2280","482.0","27","1327","1052.0","275","4.0","0","2020-05-24T14:15:55.571","Agree","Agree"
"2020-05-24T00:00:00.000","CO","24137","21857.0","2280","200.0","0","1330","1055.0","275","3.0","0","2020-05-25T14:12:49.524","Agree","Agree"
"2020-05-25T00:00:00.000","CO","24226","21941.0","2285","89.0","5","1331","1056.0","275","1.0","0","2020-05-26T14:23:02.020","Agree","Agree"
"2020-05-26T00:00:00.000","CO","24503","22208.0","2295","277.0","10","1350","1075.0","275","19.0","0","2020-05-27T15:37:59.621","Agree","Agree"
"2020-05-27T00:00:00.000","CO","24995","22640.0","2355","492.0","60","1392","1096.0","296","42.0","21","2020-05-28T15:12:25.989","Agree","Agree"
"2020-05-28T00:00:00.000","CO","25121","22758.0","2363","126.0","8","1421","1115.0","306","29.0","10","2020-05-29T14:19:55.781","Agree","Agree"
"2020-05-29T00:00:00.000","CO","25613","23172.0","2441","492.0","78","1436","1129.0","307","15.0","1","2020-05-30T15:47:59.813","Agree","Agree"
"2020-05-30T00:00:00.000","CO","26098","23667.0","2431","485.0","-10","1443","1138.0","305","7.0","-2","2020-05-31T14:43:17.781","Agree","Agree"
"2020-05-31T00:00:00.000","CO","26378","23949.0","2429","280.0","-2","1445","1140.0","305","2.0","0","2020-06-01T14:17:42.906","Agree","Agree"
"2020-06-01T00:00:00.000","CO","26577","24109.0","2468","199.0","39","1458","1152.0","306","13.0","1","2020-06-02T14:16:17.049","Agree","Agree"
"2020-06-02T00:00:00.000","CO","26788","24311.0","2477","211.0","9","1474","1162.0","312","16.0","6","2020-06-03T14:11:36.638","Agree","Agree"
"2020-06-03T00:00:00.000","CO","27060","24557.0","2503","272.0","26","1494","1182.0","312","20.0","0","2020-06-04T15:03:31.977","Agree","Agree"
"2020-06-04T00:00:00.000","CO","27360","24848.0","2512","300.0","9","1512","1195.0","317","18.0","5","2020-06-05T15:17:07.242","Agree","Agree"
"2020-06-05T00:00:00.000","CO","27615","25099.0","2516","255.0","4","1524","1205.0","319","12.0","2","2020-06-06T14:31:37.908","Agree","Agree"
"2020-06-06T00:00:00.000","CO","27848","25319.0","2529","233.0","13","1527","1209.0","318","3.0","-1","2020-06-07T14:23:35.373","Agree","Agree"
"2020-06-07T00:00:00.000","CO","28001","25457.0","2544","153.0","15","1527","1209.0","318","0.0","0","2020-06-08T14:55:08.000","Agree","Agree"
"2020-06-08T00:00:00.000","CO","28183","25627.0","2556","182.0","12","1543","1224.0","319","16.0","1","2020-06-09T16:49:08.000","Agree","Agree"
"2020-06-09T00:00:00.000","CO","28347","25787.0","2560","164.0","4","1553","1233.0","320","10.0","1","2020-06-10T20:56:25.490","Agree","Agree"
"2020-06-10T00:00:00.000","CO","28499","25915.0","2584","152.0","24","1573","1250.0","323","20.0","3","2020-06-11T14:48:51.509","Agree","Agree"
"2020-06-11T00:00:00.000","CO","28647","26040.0","2607","148.0","23","1583","1258.0","325","10.0","2","2020-06-12T14:17:59.811","Agree","Agree"
"2020-06-12T00:00:00.000","CO","28822","26215.0","2607","175.0","0","1595","1268.0","327","12.0","2","2020-06-13T17:46:26.029","Agree","Agree"
"2020-06-13T00:00:00.000","CO","29017","26408.0","2609","195.0","2","1598","1272.0","326","3.0","-1","2020-06-14T14:19:43.716","Agree","Agree"
"2020-06-14T00:00:00.000","CO","29130","26523.0","2607","113.0","-2","1599","1273.0","326","1.0","0","2020-06-15T14:33:03.950","Agree","Agree"
"2020-06-15T00:00:00.000","CO","29299","26666.0","2633","169.0","26","1605","1279.0","326","6.0","0","2020-06-16T14:10:11.939","Agree","Agree"
"2020-06-16T00:00:00.000","CO","29442","26795.0","2647","143.0","14","1617","1291.0","326","12.0","0","2020-06-17T15:06:04.858","Agree","Agree"
"2020-06-17T00:00:00.000","CO","29673","27003.0","2670","231.0","23","1631","1299.0","332","14.0","6","2020-06-18T17:16:14.582","Agree","Agree"
"2020-06-18T00:00:00.000","CO","29901","27218.0","2683","228.0","13","1638","1303.0","335","7.0","3","2020-06-19T15:01:11.041","Agree","Agree"
"2020-06-19T00:00:00.000","CO","30187","27453.0","2734","286.0","51","1643","1306.0","337","5.0","2","2020-06-20T14:15:45.452","Agree","Agree"
"2020-06-20T00:00:00.000","CO","30349","27608.0","2741","162.0","7","1647","1310.0","337","4.0","0","2020-06-21T14:32:57.913","Agree","Agree"
"2020-06-21T00:00:00.000","CO","30539","27800.0","2739","190.0","-2","1647","1310.0","337","0.0","0","2020-06-22T15:24:02.542","Agree","Agree"
"2020-06-22T00:00:00.000","CO","30705","27959.0","2746","166.0","7","1651","1314.0","337","4.0","0","2020-06-23T14:28:19.177","Agree","Agree"
"2020-06-23T00:00:00.000","CO","30893","28138.0","2755","188.0","9","1665","1330.0","335","14.0","-2","2020-06-24T15:03:27.381","Agree","Agree"
"2020-06-24T00:00:00.000","CO","31155","28138.0","2781","262.0","26","1667","1330.0","332","2.0","-3","2020-06-25T14:07:27.526","Agree","Agree"
"2020-06-25T00:00:00.000","CO","31479","28674.0","2805","324.0","24","1669","1337.0","332","2.0","0","2020-06-26T19:18:27.809","Agree","Agree"
"2020-06-26T00:00:00.000","CO","31796","28972.0","2824","317.0","19","1673","1342.0","331","4.0","-1","2020-06-27T17:51:58.649","Agree","Agree"
"2020-06-27T00:00:00.000","CO","32022","29194.0","2828","226.0","4","1674","1343.0","331","1.0","0","2020-06-28T14:59:02.728","Agree","Agree"
"2020-06-28T00:00:00.000","CO","32307","29476.0","2831","285.0","3","1676","1344.0","332","2.0","1","2020-06-29T14:37:31.240","Agree","Agree"
"2020-06-29T00:00:00.000","CO","32511","29651.0","2860","204.0","29","1682","1350.0","332","6.0","0","2020-06-30T15:27:33.712","Agree","Agree"
"2020-06-30T00:00:00.000","CO","32715","29844.0","2871","204.0","11","1690","1355.0","335","8.0","3","2020-07-01T15:45:16.790","Agree","Agree"
"2020-07-01T00:00:00.000","CO","33029","30133.0","2896","314.0","25","1697","1362.0","335","7.0","0","2020-07-02T15:10:03.527","Agree","Agree"
"2020-07-02T00:00:00.000","CO","33352","30453.0","2899","323.0","3","1701","1365.0","336","4.0","1","2020-07-03T15:01:33.762","Agree","Agree"
"2020-07-03T00:00:00.000","CO","33612","30715.0","2897","260.0","-2","1701","1365.0","336","0.0","0","2020-07-04T15:30:31.943","Agree","Agree"
"2020-07-04T00:00:00.000","CO","33866","30970.0","2896","254.0","-1","1701","1365.0","336","0.0","0","2020-07-05T15:00:14.391","Agree","Agree"
"2020-07-05T00:00:00.000","CO","34065","31168.0","2897","199.0","1","1701","1365.0","336","0.0","0","2020-07-06T15:16:12.497","Agree","Agree"
"2020-07-06T00:00:00.000","CO","34257","31368.0","2889","192.0","-8","1691","1367.0","324","-10.0","-12","2020-07-07T14:58:02.598","Agree","Agree"
"2020-07-07T00:00:00.000","CO","34664","31736.0","2928","407.0","39","1696","1372.0","324","5.0","0","2020-07-08T14:12:08.319","Agree","Agree"
"2020-07-08T00:00:00.000","CO","35116","32138.0","2978","452.0","50","1704","1377.0","327","8.0","3","2020-07-09T15:14:15.386","Agree","Agree"
"2020-07-09T00:00:00.000","CO","35525","32546.0","2979","409.0","1","1706","1379.0","327","2.0","0","2020-07-10T15:35:06.524","Agree","Agree"
"2020-07-10T00:00:00.000","CO","36191","33189.0","3002","666.0","23","1724","1397.0","327","18.0","0","2020-07-11T18:25:05.541","Agree","Agree"
"2020-07-11T00:00:00.000","CO","36591","33587.0","3004","400.0","2","1725","1398.0","327","1.0","0","2020-07-12T15:13:57.799","Agree","Agree"
"2020-07-12T00:00:00.000","CO","36913","33911.0","3002","322.0","-2","1725","1398.0","327","0.0","0","2020-07-13T15:19:34.972","Agree","Agree"
"2020-07-13T00:00:00.000","CO","37242","34229.0","3013","329.0","11","1727","1400.0","327","2.0","0","2020-07-14T15:13:07.425","Agree","Agree"
"2020-07-14T00:00:00.000","CO","37686","34663.0","3023","444.0","10","1738","1408.0","330","11.0","3","2020-07-15T15:05:12.266","Agree","Agree"
"2020-07-15T00:00:00.000","CO","38155","35126.0","3029","469.0","6","1744","1413.0","331","6.0","1","2020-07-16T14:22:21.119","Agree","Agree"
"2020-07-16T00:00:00.000","CO","38726","35690.0","3036","571.0","7","1745","1413.0","332","1.0","1","2020-07-17T14:31:01.339","Agree","Agree"
"2020-07-17T00:00:00.000","CO","39344","36260.0","3084","618.0","48","1751","1419.0","332","6.0","0","2020-07-18T16:14:26.601","Agree","Agree"
"2020-07-18T00:00:00.000","CO","39788","36698.0","3090","444.0","6","1752","1420.0","332","1.0","0","2020-07-19T15:05:47.084","Agree","Agree"
"2020-07-19T00:00:00.000","CO","40142","37041.0","3101","354.0","11","1752","1420.0","332","0.0","0","2020-07-20T14:35:44.367","Agree","Agree"
"2020-07-20T00:00:00.000","CO","40566","37471.0","3095","424.0","-6","1758","1426.0","332","6.0","0","2020-07-21T14:50:17.717","Agree","Agree"
"2020-07-21T00:00:00.000","CO","41059","37947.0","3112","493.0","17","1763","1430.0","333","5.0","1","2020-07-22T14:51:28.800","Agree","Agree"
"2020-07-22T00:00:00.000","CO","41698","38562.0","3136","639.0","24","1771","1435.0","336","8.0","3","2020-07-23T14:48:19.028","Agree","Agree"
"2020-07-23T00:00:00.000","CO","42314","39163.0","3151","616.0","15","1786","1450.0","336","15.0","0","2020-07-24T14:18:40.590","Agree","Agree"
"2020-07-24T00:00:00.000","CO","42980","39822.0","3158","666.0","7","1790","1454.0","336","4.0","0","2020-07-25T17:40:06.519","Agree","Agree"
"2020-07-25T00:00:00.000","CO","43789","40628.0","3161","809.0","3","1794","1458.0","336","4.0","0","2020-07-26T15:17:16.725","Agree","Agree"
"2020-07-26T00:00:00.000","CO","44336","41174.0","3162","547.0","1","1794","1458.0","336","0.0","0","2020-07-27T14:16:42.667","Agree","Agree"
"2020-07-27T00:00:00.000","CO","44565","41400.0","3165","229.0","3","1799","1463.0","336","5.0","0","2020-07-28T14:21:07.479","Agree","Agree"
"2020-07-28T00:00:00.000","CO","45314","42149.0","3165","749.0","0","1807","1470.0","337","8.0","1","2020-07-29T14:34:46.946","Agree","Agree"
"2020-07-29T00:00:00.000","CO","45796","42626.0","3170","482.0","5","1822","1483.0","339","15.0","2","2020-07-30T14:42:43.801","Agree","Agree"
"2020-07-30T00:00:00.000","CO","46204","43032.0","3172","408.0","2","1822","1483.0","339","0.0","0","2020-07-31T14:35:06.518","Agree","Agree"
"2020-07-31T00:00:00.000","CO","46809","43626.0","3183","605.0","11","1838","1498.0","340","16.0","1","2020-08-01T14:38:12.337","Agree","Agree"
"2020-08-01T00:00:00.000","CO","47267","44077.0","3190","458.0","7","1844","1501.0","343","6.0","3","2020-08-02T14:54:37.126","Agree","Agree"
"2020-08-02T00:00:00.000","CO","47716","44527.0","3189","449.0","-1","1844","1502.0","342","0.0","-1","2020-08-03T14:31:01.928","Agree","Agree"
